category,welfareType,servId,servNm,region,agency,department,intrsThemaArray,lifeArray,srvPvsnNm,sprtCycNm,servDgst,servDtlLink,inqNum,contact
제도,중앙부처,WLF00001182,학교우유급식,농림축산식품부,농림축산식품부,축산경영과,생활지원,"아동, 청소년",현물지급,수시,"학교우유급식을 통해 성장기 학생들에게 필수 영양소를 공급하여 신체 발달과 건강 증진을 돕고, 낙농산업의 안정적 발전을 도모합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001182&wlfareInfoReldBztpCd=01,24699,044-330-1114
제도,중앙부처,WLF00003189,중증장애인직업재활지원,보건복지부,보건복지부,장애인자립기반과,"일자리, 교육","청소년, 청년, 중장년, 노년",현금지급,월,사각지대 없는 촘촘한 직업재활서비스 제공을 통해 중증장애인의 자립기반을 마련하고 사회참여 증진을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003189&wlfareInfoReldBztpCd=01,8991,129
제도,중앙부처,WLF00001114,이주배경 청소년 지원,성평등가족부,성평등가족부,학교밖청소년지원과,생활지원,청소년,프로그램/서비스(서비스),수시,다문화가족의 청소년과 국내로 이주해 온 청소년들이 우리 사회에 잘 적응할 수 있도록 상담과 진로지원 프로그램 등을 실시합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001114&wlfareInfoReldBztpCd=01,4194,02-733-7587
제도,중앙부처,WLF00001180,학대피해아동 쉼터 설치 및 운영,보건복지부,보건복지부,아동학대대응과,"정신건강, 문화·여가, 안전·위기, 보호·돌봄","아동, 청소년",시설입소,수시,"학대피해아동에게 보호와 치료, 양육서비스 등을 제공함으로써 심신의 회복과 원가정 복귀를 지원합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001180&wlfareInfoReldBztpCd=01,13959,129
제도,중앙부처,WLF00006217,출소(예정)자 취업지원사업(허그일자리지원),법무부,법무부,보호정책과,,"청소년, 청년, 중장년, 노년",프로그램/서비스(서비스),수시,"취업에 어려움을 겪는 출소자, 출소예정자, 보호관찰대상자 등에게 개인별 적절한 취업지원 서비스를 제공하여, 취업을 통해 개인과 가정의 행복을 추구합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006217&wlfareInfoReldBztpCd=01,361,1670-7004
제도,중앙부처,WLF00000027,장애인 운전교육 사업,보건복지부,보건복지부,장애예방운전지원과,,"청소년, 청년, 중장년, 노년",프로그램/서비스(서비스),수시,중증장애인의 운전면허 취득에 필요한 실기(기능 및 도로주행) 교육과 면허증을 소지한 중도장애인의 운전 적응을 위한 순회교육을 실시하여 장애인의 이동권을 증진하고 사회참여를 확대합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000027&wlfareInfoReldBztpCd=01,3899,02-901-1553
제도,중앙부처,WLF00001175,자립준비청년 자립수당 지급,보건복지부,보건복지부,청년정책팀,생활지원,"청소년, 청년",현금지급,월,자립준비청년(보호종료아동)에게 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 복지향상을 통해 안정적 사회정착 및 성공적 자립을 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001175&wlfareInfoReldBztpCd=01,540347,129
제도,중앙부처,WLF00004658,과학문화 바우처 지원,과학기술정보통신부,과학기술정보통신부,과학기술문화과,"문화·여가, 교육","아동, 청소년",전자바우처(바우처),1회성,과학문화 소외지역 및 계층을 대상으로 과학문화 체험 기회 제공을 통한 격차 해소에 기여하고자 합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004658&wlfareInfoReldBztpCd=01,279739,1551-0012
제도,중앙부처,WLF00001184,암환자의료비지원,보건복지부,보건복지부,질병정책과,신체건강,"영유아, 아동, 청소년, 청년, 중장년, 노년",현금지급,수시,"저소득층 암환자에게 의료비를 지원하여 경제적 부담을 완화하고, 의료이용 장벽을 낮춰 암 환자의 치료 접근성을 향상시키기 위해서 지원하고 있습니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001184&wlfareInfoReldBztpCd=01,58780,031-920-2029
제도,중앙부처,WLF00003192,다문화가족 방문교육 서비스,성평등가족부,성평등가족부,다문화가족과,"생활지원, 교육","영유아, 아동, 청소년, 청년, 중장년",프로그램/서비스(서비스),월,"집합교육 참여가 어려운 다문화 가정에 방문하여 한국어 교육, 부모 교육, 자녀생활 교육을 제공하고 다문화 가족의 정착과 자녀양육을 돕습니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003192&wlfareInfoReldBztpCd=01,71392,1577-1366
제도,중앙부처,WLF00005448,다문화가족 자녀 교육활동비 지원,성평등가족부,성평등가족부,다문화가족과,교육,"아동, 청소년",전자바우처(바우처),년,학교 적응이나 학습에 어려움을 겪는 저소득 다문화 자녀에게 학력격차 해소를 위한 교육활동비를 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005448&wlfareInfoReldBztpCd=01,43757,1577-1366
제도,중앙부처,WLF00001113,(특수교육대상자) 치료지원서비스,교육부,교육부,특수교육정책과,신체건강,"영유아, 아동, 청소년",전자바우처(바우처),월,특수교육대상자의 교육을 효율적으로 지원하기 위해 관련 서비스를 제공합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001113&wlfareInfoReldBztpCd=01,11803,02-6222-6060
제도,중앙부처,WLF00000040,선천성대사이상 검사 및 환아관리,보건복지부,보건복지부,출산정책과,신체건강,"영유아, 아동, 청소년","현금지급,현물지급",분기,선천성대사이상의 유무를 조기에 발견·치료함으로써 장애발생을 사전에 예방하여 영유아의 건강 증진을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000040&wlfareInfoReldBztpCd=01,17353,129
제도,중앙부처,WLF00003198,장애아동수당,보건복지부,보건복지부,장애인자립기반과,생활지원,"아동, 청소년",현금지급,월,장애로 인하여 생활이 어려운 장애아동이 보다 편안한 생활을 할 수 있도록 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003198&wlfareInfoReldBztpCd=01,42074,129
제도,중앙부처,WLF00001173,국립특수학교 및 국립부설학교 특수학급 지원,교육부,교육부,특수교육정책과,"교육, 보호·돌봄","아동, 청소년",프로그램/서비스(서비스),월,"국립특수학교(급)의 특수교육 지원인력 배치, 돌봄교실 운영 및 특수교육대상자의 방과후학교 경비를 지원하여 장애학생의 학습권을 보장합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001173&wlfareInfoReldBztpCd=01,4965,044-203-6568
제도,중앙부처,WLF00000867,방과후학교 자유수강권,교육부,교육부,방과후돌봄정책과,"교육, 보호·돌봄","아동, 청소년",프로그램/서비스(서비스),수시,방과후학교 수업을 통해 저소득층 자녀의 지속적이며 실직적인 교육기회를 확대하고 공교육 활성화 및 저소득층의 교육격차 해소를 돕습니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000867&wlfareInfoReldBztpCd=01,131882,1544-9654
제도,중앙부처,WLF00005446,어업인 안전보험,해양수산부,해양수산부,소득복지과,"생활지원, 안전·위기","청소년, 청년, 중장년, 노년",현금지급,년,"어업작업 중 발생하는 부상·질병·장해 또는 사망 등 어업작업안전재해를 보상하여 산재보험 또는 어선원재해보상보험 가입대상에서 제외된 어업인과 어업근로자(양식산업발전법에 따른 양식업(종사)자 포함)의 생활안정을 도모하고, 사회복귀 촉진을 지원합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005446&wlfareInfoReldBztpCd=01,4436,1588-4119
제도,중앙부처,WLF00000948,학교 밖 청소년 지원,성평등가족부,성평등가족부,학교밖청소년지원과,"생활지원, 일자리, 교육",청소년,프로그램/서비스(서비스),수시,"학교 밖 청소년의 개인적 수요와 특성을 고려한 상담, 교육, 직업체험 및 취업, 자립지원 프로그램을 제공하여 건강한 사회구성원으로 성장하도록 지원합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000948&wlfareInfoReldBztpCd=01,11506,1388
제도,중앙부처,WLF00001118,고등학교 무상교육,교육부,교육부,학생지원총괄과,교육,청소년,기타,년,"초·중·고 교육의 공공성을 강화하고, 학생·학부모의 교육비 부담을 덜어드립니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001118&wlfareInfoReldBztpCd=01,8678,02-6222-6060
제도,중앙부처,WLF00006251,중증장애인확인서 발급,고용노동부,고용노동부,장애인고용과,"신체건강, 일자리","영유아, 아동, 청소년, 청년, 중장년, 노년, 임신 · 출산",기타,1회성,"「장애인고용촉진 및 직업재활법」 상 중증장애인 여부를 확인하는 서류로서, 중증장애인여부를 '중증장애인 확인서'로 별도 확인할 수 있습니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006251&wlfareInfoReldBztpCd=01,661,1588-1519
제도,중앙부처,WLF00006246,우수고등학교 해외유학 장학금(드림장학금),교육부,교육부,청년장학지원과,서민금융,"청소년, 청년",현금지급,수시,학업에 대한 의지와 열정이 있는 저소득층 우수 고등학생에게 해외유학 기회를 제공하여 글로벌 인재로의 성장을 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006246&wlfareInfoReldBztpCd=01,779,1599-2000
제도,중앙부처,WLF00001103,초중고 교육비 지원사업(고교학비 지원),교육부,교육부,학생지원총괄과,교육,"아동, 청소년","현물지급,감면,실물바우처",수시,형편이 어려운 저소득층 가정의 자녀에게 교육의 기회를 보장하기 위해서 학비를 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001103&wlfareInfoReldBztpCd=01,1231669,1544-9654
제도,중앙부처,WLF00006242,현장실습 지원금,교육부,교육부,직업교육정책과,"일자리, 교육, 서민금융",청소년,현금지급,수시,"직업계고 현장실습 참여 수당 지급을 통해 현장실습생의 최소한의 권익을 보장하고, 현장실습 참여 활성화를 유도하여 고졸 기술·기능인재의 실무역량 강화를 도모합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006242&wlfareInfoReldBztpCd=01,438,1800-0499
제도,중앙부처,WLF00006241,정신질환자 치료비 지원 사업,보건복지부,보건복지부,정신건강정책과,"정신건강, 서민금융","청소년, 청년, 중장년, 노년",현금지급,수시,조현병 등 정신질환 발병 초기에 집중적인 치료를 유도하고 응급상황 입원 및 퇴원 후에도 꾸준한 치료를 받을 수 있도록 치료비를 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006241&wlfareInfoReldBztpCd=01,1848,02-2204-0114
제도,중앙부처,WLF00001075,장애학생 정보격차 해소 지원,교육부,교육부,디지털교육지원과,교육,"영유아, 아동, 청소년",프로그램/서비스(서비스),수시,특수교육대상자를 위한 교수-학습 지원 콘텐츠 개발 및 사이트를 운영하여 정보격차 해소를 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001075&wlfareInfoReldBztpCd=01,5006,041-537-1485
제도,중앙부처,WLF00000024,아이돌봄서비스,성평등가족부,성평등가족부,아이돌봄지원과,"보육, 보호·돌봄","영유아, 아동, 청소년",기타,수시,맞벌이를 하거나 갑자기 아이를 돌볼 수 없는 일이 생겼을 때 육아 도우미가 방문하여 12세 이하 자녀의 양육을 도와줍니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000024&wlfareInfoReldBztpCd=01,994169,1577-8136
제도,중앙부처,WLF00004651,직업능력개발운영(훈련수당),고용노동부,고용노동부,장애인고용과,"일자리, 교육","청소년, 청년, 중장년, 노년",현금지급,월,장애인이 그 희망·적성·능력 등에 맞는 직업생활을 할 수 있도록 하기 위하여 장애인에게 직업능력개발훈련을 실시합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004651&wlfareInfoReldBztpCd=01,30974,1588-1519
제도,중앙부처,WLF00001089,교육급여(맞춤형 급여),교육부,교육부,학생지원총괄과,교육,"아동, 청소년","전자바우처(바우처),기타",년,생계유지 능력이 없거나 생활이 어려운 자에게 필요한 교육급여를 지급하여 빈곤층 교육비 부담을 경감하고 실질적인 교육기회를 보장합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001089&wlfareInfoReldBztpCd=01,1201115,1599-2000
제도,중앙부처,WLF00001104,한부모가족자녀 교육비 지원,교육부,교육부,학생지원총괄과,교육,"아동, 청소년",현금지급,년,한부모가족보호대상자에게 고교비(학비)를 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001104&wlfareInfoReldBztpCd=01,84885,1544-9654
제도,중앙부처,WLF00003195,발달재활서비스,보건복지부,보건복지부,장애인건강과,"신체건강, 정신건강, 교육","영유아, 아동, 청소년",전자바우처(바우처),월,"성장기 정신적, 감각적 장애아동의 인지, 의사소통, 적응행동, 감각, 운동 등의 기능향상과 행동발달을 위한 재활서비스를 지원하고, 관련 정보를 제공합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003195&wlfareInfoReldBztpCd=01,125400,1566-3232
제도,중앙부처,WLF00003177,복권기금 꿈사다리 장학사업,교육부,교육부,학생지원총괄과,"생활지원, 교육",청소년,전자바우처(바우처),월,"복권기금을 재원으로 저소득층 우수 중·고생을 발굴, 대학까지 지원하여 교육의 희망사다리 기능을 강화합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003177&wlfareInfoReldBztpCd=01,42862,1599-2290
제도,중앙부처,WLF00006215,청년내일채움공제,고용노동부,고용노동부,청년취업지원과,서민금융,"청소년, 청년",현금지급,수시,청년-기업-정부 3자 적립을 통해 제조·건설업 중소기업 등에 취업한 청년의 장기근속을 유도합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006215&wlfareInfoReldBztpCd=01,4041,1350
제도,중앙부처,WLF00003173,장애인스포츠강좌이용권 지원,문화체육관광부,문화체육관광부,장애인체육과,문화·여가,"아동, 청소년, 청년, 중장년, 노년","전자바우처(바우처),실물바우처",월,"장애인 대상 스포츠 참여 기회를 제공하여 삶의 질 향상, 사회적 소외감을 해소하여 사회통합에 기여합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003173&wlfareInfoReldBztpCd=01,43763,1551-0078
제도,중앙부처,WLF00005411,일상돌봄 서비스 사업,보건복지부,보건복지부,사회서비스사업과,"정신건강, 생활지원, 보호·돌봄","청소년, 청년, 중장년",전자바우처(바우처),월,일상생활에 돌봄이 필요한 중장년과 가족돌봄청년에게 일상생활의 어려움을 해소할 수 있도록 맞춤형 사회서비스를 통합 제공합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005411&wlfareInfoReldBztpCd=01,255622,129
제도,중앙부처,WLF00005856,양육비 선지급,성평등가족부,성평등가족부,가족지원과,"보육, 보호·돌봄, 서민금융","영유아, 아동, 청소년, 청년",현금지급,월,"한부모가족 등의 안정적인 자녀 양육환경 조성을 위해 국가가 먼저 양육비를 지급하고, 추후 양육비 채무자에게 회수하는 사업입니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005856&wlfareInfoReldBztpCd=01,27371,1644-6621
제도,중앙부처,WLF00006207,웹정보접근성제고,과학기술정보통신부,과학기술정보통신부,디지털포용정책팀,,"청소년, 청년, 중장년, 노년",프로그램/서비스(서비스),기타,장애인을 포함한 국민 모두가 공평하게 정보화의 혜택을 영위할 수 있도록 정보접근 환경을 조성하여 사회통합 유도하여여 웹 접근성 제고 및 차별 없는 인터넷 이용환경을 조성합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006207&wlfareInfoReldBztpCd=01,683,053-230-1114
제도,중앙부처,WLF00003185,청소년치료재활센터 운영,성평등가족부,성평등가족부,청소년보호환경과,"정신건강, 교육, 보호·돌봄","아동, 청소년",시설입소,월,정서·행동에 어려움을 겪는 만 9~18세 청소년을 대상으로 종합적·전문적 치유재활 서비스를 제공하는 거주형 기숙치유시설을 운영하여 청소년의 일상생활 영위 및 건강한 성장을 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003185&wlfareInfoReldBztpCd=01,9409,031-333-1900
제도,중앙부처,WLF00001109,청소년한부모 아동양육 및 자립지원,성평등가족부,성평등가족부,가족지원과,"보육, 교육",청소년,현금지급,월,청소년한부모 가정의 자녀 양육환경을 개선하고 자립기반 마련을 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001109&wlfareInfoReldBztpCd=01,54547,1577-4206
제도,중앙부처,WLF00001101,폭력피해자 주거지원 사업,성평등가족부,성평등가족부,친밀관계폭력방지과,"주거, 안전·위기","영유아, 아동, 청소년, 청년, 중장년, 노년","시설입소,기타",1회성,"가정폭력, 성폭력 등 폭력피해자들의 자립을 지원하고 사회 적응 여건을 조성하고자, 폭력 피해여성과 그 가족들이 공동으로 생활할 수 있는 주거 공간을 제공합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001101&wlfareInfoReldBztpCd=01,11167,1366
제도,중앙부처,WLF00005023,청소년부모 아동양육비 지원사업,성평등가족부,성평등가족부,가족지원과,보육,청소년,현금지급,월,저소득 청소년부모 가구에 아동양육비를 지원하여 자녀양육 부담을 경감하고 생활의 안정을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00005023&wlfareInfoReldBztpCd=01,26629,1577-4206
제도,중앙부처,WLF00004655,장애인취업성공패키지,고용노동부,고용노동부,장애인고용과,일자리,"청소년, 청년, 중장년, 노년",현금지급,1회성,장애인의 취업역량을 강화하고 성공적인 취업을 지원하기 위해 '상담·취업계획수립→직업능력향상→집중 취업알선'에 이르는 통합적인 취업지원 프로그램을 집중 제공합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00004655&wlfareInfoReldBztpCd=01,24843,1588-1519
제도,중앙부처,WLF00006228,푸른등대기부장학금,교육부,교육부,한국장학재단,서민금융,청소년,현금지급,반기,저소득층 및 소외계층 가정 학생들을 위한 장학금 지원으로 인류 발전에 기여할 수 있는 우수인재 양성을 도모하고자 합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00006228&wlfareInfoReldBztpCd=01,762,1599-2290
제도,중앙부처,WLF00003245,국민취업지원제도,고용노동부,고용노동부,국민취업지원기획팀,"생활지원, 일자리","청소년, 청년, 중장년, 노년","현금지급,프로그램/서비스(서비스)",월,"저소득 구직자, 청년, 경력단절여성 등 취업 취약계층을 대상으로 취업지원서비스와 생계지원을 함께 제공합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003245&wlfareInfoReldBztpCd=01,195629,1350
제도,중앙부처,WLF00001116,입양비용지원,보건복지부,보건복지부,입양정책팀,"생활지원, 입양·위탁","영유아, 아동, 청소년",현금지급,수시,입양가정에 입양비용을 지원하여 국내 입양의 활성화를 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001116&wlfareInfoReldBztpCd=01,5571,129
제도,중앙부처,WLF00001021,장애아동입양 양육보조금,보건복지부,보건복지부,입양정책팀,"생활지원, 입양·위탁","영유아, 아동, 청소년, 청년",현금지급,월,장애 아동을 입양한 가정에 양육보조금을 지원하여 장애아동의 국내입양 활성화 및 건전육성을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001021&wlfareInfoReldBztpCd=01,5699,129
제도,중앙부처,WLF00003235,입양아동 양육수당 지원,보건복지부,보건복지부,입양정책팀,"생활지원, 입양·위탁","영유아, 아동, 청소년",현금지급,월,입양아동 양육수당 지원을 통해 입양가정의 경제적 부담을 완화하여 국내입양 활성화 및 아동의 건전한 육성을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003235&wlfareInfoReldBztpCd=01,18444,129
제도,중앙부처,WLF00001121,장애입양아동 의료비지원,보건복지부,보건복지부,입양정책팀,"신체건강, 정신건강, 입양·위탁, 서민금융","영유아, 아동, 청소년",현금지급,수시,장애아동을 입양한 국내입양가정에 의료비를 지원하여 장애아동의 국내입양 활성화 및 건전육성을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001121&wlfareInfoReldBztpCd=01,5223,129
제도,중앙부처,WLF00000781,여성청소년 생리용품 지원,성평등가족부,성평등가족부,청소년정책과,"신체건강, 생활지원","아동, 청소년, 청년",전자바우처(바우처),년,취약계층 여성청소년 대상 생리용품 지원을 통해 여성 청소년의 건강한 성장을 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000781&wlfareInfoReldBztpCd=01,523042,1566-3232
제도,중앙부처,WLF00003263,WEE 클래스 상담지원,교육부,교육부,학생정서지원과,정신건강,"아동, 청소년",프로그램/서비스(서비스),수시,"초중고 학교부적응 학생 및 위기학생, 일반학생에 대한 학교생활 적응 및 치유를 지원합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003263&wlfareInfoReldBztpCd=01,9278,"043-5309-182, 184"
제도,중앙부처,WLF00000091,한부모가족복지시설 지원,성평등가족부,성평등가족부,가족지원과,"주거, 보호·돌봄","영유아, 아동, 청소년, 청년","시설입소,기타",수시,저소득 무주택 한부모가족의 안정을 위해 일정기간동안 한부모가족복지시설에 거주할 수 있도록 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000091&wlfareInfoReldBztpCd=01,35141,1577-4206
제도,중앙부처,WLF00003282,다문화가족 자녀 언어발달지원서비스,성평등가족부,성평등가족부,다문화가족과,교육,"영유아, 아동, 청소년",프로그램/서비스(서비스),수시,"다문화가정의 자녀가 건강한 사회구성원, 글로벌 인재로 성장할 수 있도록 체계적인 언어발달을 돕습니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00003282&wlfareInfoReldBztpCd=01,25023,1577-1366
제도,중앙부처,WLF00000055,통합문화이용권,문화체육관광부,문화체육관광부,문화정책과,문화·여가,"아동, 청소년, 청년, 중장년, 노년",전자바우처(바우처),년,기초생활수급자 및 차상위계층 대상 문화예술·국내 여행·체육 활동 지원을 통해 문화 향유 기회 확대로 문화격차 완화 및 소외계층의 삶의 질 향상을 도모합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000055&wlfareInfoReldBztpCd=01,265331,1544-3412
제도,중앙부처,WLF00001107,지역아동센터 지원,보건복지부,보건복지부,아동보호자립과,"생활지원, 문화·여가, 교육, 보호·돌봄","아동, 청소년",프로그램/서비스(서비스),수시,"방과후 돌봄이 필요한 지역사회 아동의 건전육성을 위하여 보호·교육, 건전한 놀이와 오락의 제공, 보호자와 지역사회의 연계 등 종합적인 복지서비스를 제공합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001107&wlfareInfoReldBztpCd=01,24554,129
제도,중앙부처,WLF00001138,"자활근로(기초, 차상위)",보건복지부,보건복지부,자활정책과,"생활지원, 일자리","청소년, 청년, 중장년, 노년",현금지급,월,"국민기초생활보장법에 따른 수급자 및 차상위 계층이 스스로 자립할 수 있도록 자활능력 배양, 기술습득 지원 및 근로기회를 제공합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001138&wlfareInfoReldBztpCd=01,248881,129
제도,중앙부처,WLF00001132,생계급여(맞춤형 급여),보건복지부,보건복지부,기초생활보장과,생활지원,"청소년, 청년, 중장년",현금지급,월,생활이 어려운 사람에게 필요한 급여를 실시하여 최저생활을 보장하고 자활을 돕습니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001132&wlfareInfoReldBztpCd=01,611850,129
제도,중앙부처,WLF00000078,청소년특별지원,성평등가족부,성평등가족부,학교밖청소년지원과,"신체건강, 생활지원, 일자리, 문화·여가, 교육, 법률","아동, 청소년, 청년","현금지급,현물지급",수시,사회·경제적으로 어려움을 겪는 위기청소년에게 생활비·치료비·학업지원비·심리검사 상담비 등 지원으로 건강한 성장 지원합니다.,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00000078&wlfareInfoReldBztpCd=01,911374,02-2100-6000
제도,중앙부처,WLF00001145,디지털미디어 피해 청소년 회복 지원 사업(청소년 인터넷·스마트폰 과의존 치료비 지원),성평등가족부,성평등가족부,청소년보호환경과,정신건강,"아동, 청소년, 청년",프로그램/서비스(서비스),1회성,"급격한 미디어 환경의 변화와 청소년의 매체이용 증가로 인한 사이버도박, 인터넷･스마트폰 과의존 등의 디지털미디어 역기능으로부터 청소년을 보호합니다.",https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001145&wlfareInfoReldBztpCd=01,7810,1388
